No,food,makanan,kalori,lemak,karbohidrat,gula,protein,serat,kolesterol,natrium,air,vitamin_A,vitamin_B1,vitamin_B11,vitamin_B12,vitamin_B2,vitamin_B3,vitamin_B5,vitamin_B6,vitamin_C,vitamin_D,vitamin_E,vitamin_K,kalsium,zat_besi,magnesium,fosfor,kalium,zinc,kepadatan_nutrisi
660,skittles original mars,skittles mars asli,251,2.7,56.3,47,0.1,0,0,25,2.4,0,0,0,0,33,37,16,97,41.4,0,0.1,36,0,0,0.6,0.6,7.4,0.03,100.5
661,skittles tropical mars,skittles mars tropis,251,2.7,56.3,47,0.1,0,0,95,2.4,0,0,0,0,0,0,0,0,41.6,0,0,0,0,0,0,0,0,0,100.7
662,fruit leather,kulit buah,52,0.4,12,6.9,29,0,0,0,1.4,0,51,81,0,0.05,0.03,78,16,16.8,0,0.02,3,4.5,0.1,2.8,4.3,41.2,14,33.811
663,taffy,permen gula-gula,60,0.5,13.7,10.3,87,0,1.4,28,0.7,96,26,11,0,0,46,18,13,0,0,0,62,34,0,16,0,0.2,54,14.358
664,eisbonbons mac iver,kue kering mac iver,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,caramels,karamel,39,0.8,7.8,6.6,0.5,0,0.7,15,0.9,21,5,61,0.03,0.04,94,92,88,24,0,2,14,13.9,49,1.7,11.5,21.6,57,23.208
666,hard candy,permen,24,67,5.9,3.8,0,0,0,21,0.05,0,21,0,0,84,39,0.09,35,0,0,0,0,0.2,38,0.2,0.2,0.3,59,6.182
667,jellybeans,kacang jeli,4,43,1,0.8,0,83,0,76,51,0,0.04,0,0,17,99,98,0.09,0,0,0,0,0.08,29,55,27,0.4,32,1.216
668,jellies,jeli,56,69,14.7,10.8,5,0.2,0,16,6.3,0,55,98,0,0.1,39,45,46,0.2,0,0,63,1.5,84,1.3,1.3,11.3,41,16.779
669,wheat germ toasted,bibit gandum panggang,115,3.2,14.9,2.3,8.7,4.5,0,0.06,1.7,0,0.5,0.1,0,0.2,1.7,0.4,0.3,1.8,0,4.8,98,13.5,2.7,96,343.8,284.1,5,49.3
670,crispy brown rice,nasi merah renyah,124,1.1,27.5,2.9,2.3,2.3,0,86,1,0,34,46,0,84,0.7,0,51,0,0,43,0,9,0.4,28.2,90.6,76.2,0.5,42.6
671,bran flakes asda,serpihan dedak asda,109,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
672,amaranth cooked,bayam masak,251,3.9,46,0,9.3,5.2,0,95,184.9,0,48,25,0,33,0.6,0,0.3,0,0,0.5,0,115.6,5.2,159.9,364.1,332.1,2.1,185.2
673,triticale,triticale,645,4,138.5,0,25.1,0,0,49,20.2,0,0.8,0.1,0,0.3,2.7,2.5,0.3,0,0,1.7,0,71,4.9,249.6,687.4,637.4,6.6,243.5
674,barley raw,jelai mentah,42,0.1,9.3,94,1.2,1.9,0,16,1.2,0,17,2,0,96,0.6,35,34,0,0,52,61,3.5,0.3,9.5,26.5,33.6,0.3,16.3
675,bulgur dry,bulgur kering,171,0.7,37.9,0.2,6.1,9.2,0,71,4.5,0,0.1,76,0,18,2.6,0.5,0.2,0,0,93,44,17.5,1.2,82,150,205,1,72.6
676,cottonseed kernels roasted,biji kapas panggang,754,54.1,32.6,0,48.6,8.2,0,73,6.9,0,1.1,0.3,0,0.4,4.5,0.7,1.2,13.4,0,0,0,149,8,655.6,1192,2011.5,8.9,313.9
677,rice bran,dedak padi,373,24.6,58.6,1.1,15.8,24.8,0,36,7.2,0,3.2,28,0,0.3,40.1,8.7,4.8,0,0,5.8,51,67.3,21.9,921.6,1978.9,1752.3,7.1,213
678,chaptti roti indian bread,chaptti roti roti india,491,2.5,89,68.4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.551
679,quinoa cooked,quinoa dimasak,222,3.6,39.4,1.6,8.1,5.2,0,26,132.5,0,0.2,84,0,0.2,0.8,0,0.2,0,0,1.2,0,31.5,2.8,118.4,281.2,318.2,2,90.6
680,dar vida swiss original,dar vida swiss asli,116,3.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
681,teff cooked,teff dimasak,255,1.6,50,0,9.8,7.1,0,53,188.8,0,0.5,16,0,56,2.3,0,0.2,0,0,0,0,123.5,5.2,126,302.4,269.6,2.8,197.2
682,couscous dry,kuskus kering,650,1.1,134,0,22.1,8.7,0,31,14.8,0,0.3,59,0,0.1,6,2.2,0.2,0,0,0,0,41.5,1.9,76.1,294.1,287.2,1.4,209.3
683,weetabix weetabix,weetabix weetabix,2078,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5
684,oat bran cooked,dedak gandum yang dimasak,88,1.9,25.1,0,7,5.7,0,82,184,0,0.4,22,0,17,0.3,0.5,73,0,0,0,0,21.9,1.9,87.6,260.6,201.5,1.2,63.5
685,buckwheat cooked,soba yang dimasak,155,1,33.5,1.5,5.7,4.5,0,53,127.1,0,79,66,0,87,1.6,0.6,0.1,0,0,0.2,31,11.8,1.3,85.7,117.6,147.8,1,57.8
686,millet puffed,millet kembung,74,0.7,16.8,0.1,2.7,0.6,0,76,0.5,0,72,44,0,99,0.9,0,0.08,0,0,0.1,29,1.7,0.6,22.3,55.9,8.4,0.3,23.1
687,oat bran raw,dedak gandum mentah,23,0.5,4.9,0.1,1.3,1.2,0,36,32.4,0,0.5,91,0,0.06,84,17,0,0,5.6,44,0.4,18,40,0.2,0,0,0,65.9
688,popcorn oil popped,minyak popcorn meletus,64,4.8,5,27,0.8,0.9,0,18,0.1,0,74,52,0,99,0.1,0.1,67,86,0,0.3,0.08,0.4,0.2,8.7,21.9,20,0.3,12.109
689,kamut cooked,kamut dimasak,251,1.6,52.4,0,11.1,6.7,0,38,105.6,0,0.2,17,0,0.06,4.7,0,0.1,0,0,0,0,17.2,3.5,96.3,304.4,347.4,3,92.5
690,wheat bran,dedak gandum,125,2.5,37.4,0.2,9,24.8,0,15,5.7,0,0.3,5,0,0.3,7.9,1.3,0.8,0,0,0.9,0.01,42.3,6.1,354.4,587.5,685.6,4.2,122.1
691,cheese popcorn,popcorn keju,58,3.7,5.7,0,1,1.1,1.2,2,0.3,0.09,9,0.06,76,17,0.2,89,15,74,0,0,0,12.4,0.2,10,39.7,28.7,0.2,24.284
692,raisin bran crunch kelloggs,kismis bran crunch kelloggs,90,0.5,21.2,9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6
693,couscous cooked,kuskus dimasak,176,0.3,36.5,0.2,6,2.2,0,54,113.9,0,26,87,0,92,1.5,0.6,58,0,0,0.2,46,12.6,0.6,12.6,34.5,91.1,0.4,58.2
694,multigrain cheerios general mills,serealia multigrain cheerios pabrik umum,4,5,1,0.2,38,0.1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.248
695,bulgur cooked,bulgur dimasak,151,0.4,33.8,0.2,5.6,8.2,0,49,141.5,0,0.1,22,0,17,1.8,0.6,0.2,0,0,51,93,18.2,1.7,58.2,72.8,123.8,1,67.9
696,popcorn air popped,popcorn yang meletus,31,0.4,6.2,86,1,1.2,0,16,0.3,0,31,99,0,92,0.2,97,57,0,0,97,71,0.6,0.3,11.5,28.6,26.3,0.2,9.7
697,teff raw,teff mentah,708,4.6,141.1,3.6,25.7,15.4,0,53,17,0,0.8,0,0,0.5,6.5,1.8,0.9,0,0,0.2,0.03,347.4,14.7,355.1,828,824.1,7,548.9
698,spelt cooked,dieja matang,246,1.6,51.3,0,10.7,7.6,0,41,129.1,0,0.2,66,0,87,5,0,0.2,0,0,0.5,0,19.4,3.2,95.1,291,277.4,2.4,93.8
699,millet raw,millet mentah,756,8.4,145.7,0,22,17,0,13,17.3,0,0.8,0.2,0,0.6,9.4,1.7,0.8,0,0,0.1,27,16,6,228,570,390,3.4,215.1
700,popcorn unpopped,popcorn yang belum dibuka,106,1.2,20.9,0.3,3.1,3.6,0,1,3,0,87,1,0,51,0.5,0.1,54,0,0,26,0,1.4,0.9,34.8,84.6,77.5,0.8,31.1
701,whole wheat cooked,gandum utuh yang dimasak,150,1,33.2,0.2,4.8,3.9,0,0.6,202.3,0,0.2,85,0,0.1,2.2,0.4,0.2,0,0,0.6,56,16.9,1.5,53.2,167,171.8,1.2,61.3
702,wheat sprouted,gandum bertunas,214,1.4,45.9,0,8.1,1.2,0,26,51.6,0,0.2,23,0,0.2,3.3,1,0.3,2.8,0,0,0,30.2,2.3,88.6,216,182.5,1.8,91.9
703,whole wheat dry,gandum utuh kering,96,0.6,21.1,0.1,3.1,2.7,0,36,2.8,0,0.1,53,0,87,1.4,0.3,0.1,0,0,0.4,92,11.2,0.9,34.2,106.1,108.9,0.7,39.6
704,caramel popcorn,popcorn karamel,122,3.6,22.4,15.1,1.1,1.5,1.4,69,0.8,66,44,79,0,86,0.6,18,52,0,0,0.3,94,12.2,0.5,9.9,23.5,30.8,0.2,41.396
705,wheat puffed,gandum mengembang,44,0.1,9.6,0,1.8,0.5,0,0.03,0.4,0,0.3,92,0,0.2,4.2,92,41,0,0,0,0,3.4,3.8,17.4,42.6,41.8,0.3,19.2
706,roggenmischbrot sonnenblumenkerne aldi,roggenmischbrot sonnenblumenkerne aldi,82,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
707,wheat germ,bibit gandum,112,3,16.1,0,7.2,4.1,0,37,3.4,0,0.6,87,0,0.2,2.1,0.7,0.4,0,0,0,0,12.1,1.9,74.1,261,276.5,3.8,44.4
708,microwave popcorn,popcorn gelombang mikro,465,26.3,49.8,0.3,7.3,8.7,0,0.6,0.8,0.7,72,73,34,0,73,1.4,0.2,0.3,0,0,2.5,52,0.2,1.8,0.7,239.3,4,93.352
709,millet cooked,millet dimasak,207,1.7,41.2,0.2,6.1,2.3,0,46,124.3,0,0.2,88,0,0.1,2.3,0.3,0.2,0,0,19,21,5.2,1.1,76.6,174,107.9,1.6,57.6
710,kamut raw,kamut mentah,627,4.1,130.9,15.2,27.3,16.9,0,12,20.4,35,0,1.1,0,0,0.3,11.8,1.7,0.5,0,0,1.1,43,1,8.2,5.3,718,0.1,180.788
711,wheat durum,gandum durum,651,4.7,136.6,0,26.3,0,0,32,21,0,0.8,54,0,0.2,12.9,1.8,0.8,0,0,0,0,65.3,6.8,276.5,975.4,827.5,8,239.7
712,sorghum,sorgum,651,6.3,143.3,0,21.7,12.1,0,45,17.7,0,0.5,0,0,0.3,5.6,0,0,0,0,0,0,53.8,8.4,0,551,672,0,245.6
713,white wheat,gandum putih,657,3.3,145.7,0.8,21.7,23.4,0,94,18.4,0,0.7,58,0,0.2,8.4,1.8,0.7,0,0,1.9,89,61.4,8.8,178.6,681.6,829.4,6.4,264.3
714,rye,gandum hitam,571,2.8,128.2,1.7,17.5,25.5,0,78,17.9,0,0.5,36,0,0.4,7.2,2.5,0.5,0,0,1.4,92,40.6,4.4,185.9,561.1,861.9,4.5,219
715,spelt raw,dieja mentah,588,4.2,122.1,11.9,25.4,18.6,0,76,19.2,0,0.6,56,0,0.2,11.9,1.9,0.4,0,0,1.4,37,47,7.7,236.6,697.7,675.1,5.7,225
716,buckwheat raw,soba mentah,41,0.4,8.6,0,1.6,1.2,0,54,1.2,0,54,0.03,0,15,0.8,0.1,5,0,0,0,0,2.2,0.3,27.7,41.6,55.2,0.3,14.3
717,honey cereali general mills,sereal madu pabrik umum,104,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
718,barley cooked,jelai yang dimasak,193,0.7,44.3,0.4,3.5,6,0,64,108,0,0.1,8,0,37,3.2,0.2,0.2,0,0,98,57,17.3,2.1,34.5,84.8,146,1.3,73.9
719,oats,gandum,39,0.7,6.6,0,1.7,1.1,0,74,0.8,0,0.01,85,0,26,16,0.1,32,0,0,0,0,5.4,0.5,17.7,52.3,42.9,0.4,16
720,amaranth raw,bayam mentah,37,0.7,6.5,0.2,1.4,0.7,0,77,1.1,0,84,65,0,4,73,0.1,24,0.4,0,0.1,0,15.9,0.8,24.8,55.7,50.8,0.3,26.4
721,semolina,bubur semolina,601,1.8,121.6,0,21.2,6.5,0,97,21.2,0,1.4,0.3,0,1,10,1,0.2,0,0,0.4,0,28.4,7.3,78.5,227.1,310.6,1.8,186.8
722,quinoa dry,quinoa kering,221,3.6,38.5,0,8.5,4.2,0,26,8,0,0.2,0.1,0,0.2,0.9,0.5,0.3,0,0,1.5,0,28.2,2.7,118.2,274.2,337.8,1.9,85.7
723,wheat shredded,gandum diparut,155,1,36.2,0.4,5.2,5.5,0,86,2.8,0,0.1,2,0,0.01,2.4,0.1,0.5,4.6,0,0,41,23,1.4,61.2,170.2,173,1.4,76.9
724,cattail,buluh,5,0,1,74,0.2,0.9,0,31,17.6,0,75,5,0,54,82,89,12,0.1,0,0,21,10.3,0.2,12,8.6,58.7,64,12.7
725,peanut granola bar,batangan granola kacang,116,5.7,15,8.2,2.4,0.7,0,6,0.6,62,6,0.01,0,8,0.5,0.1,23,12,0,1.3,95,9.8,0.6,13.2,33.4,69.8,0.3,34.218
726,vanilla bluberry bar kind,jenis batangan blueberry vanila,49,1.4,0.9,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
727,coconut granola bar,batangan granola kelapa,150,9.1,15.6,9.7,1.5,1.8,0,6,1.7,0,41,8,53,64,0.1,0,56,0.1,0,19,72,11.9,0.5,15.8,43.6,71.9,0.3,40.5
728,almond granola bar,batangan granola almond,119,6.1,14.9,0,1.8,1.2,0,67,0.7,0,31,9,0,0,0.1,0.1,77,0,0,0,0,7.7,0.6,19.4,54.7,65.5,0.4,32.3
729,chocolate chip granola bar,batangan granola dengan keping coklat,105,3.9,17.3,0,1.8,1.1,0,62,0.6,0,76,14,0,71,0.1,0.1,57,0.1,0,0,0,18.5,0.7,17.3,49,60.2,0.5,43.38
730,fruit granola bar,batangan granola buah,82,0.2,18.6,13.3,1.4,1.8,0,28,3.3,0,6,7,2,9,34,0,0.4,0.4,0,71,99,0.7,1,12,29.3,52.8,0.3,24.1
731,granola bar,batangan granola,99,4.2,13.5,6,2.1,1.1,0,84,0.8,0,59,11,0,61,0.3,0.2,3,0.2,0,0.4,22,12.8,0.6,20.4,58.2,70.6,0.4,34.5
732,peanut bar,batangan kacang,209,13.5,19,16.9,6.2,1.6,0,59,0.6,0,51,42,0,93,3.2,0.3,89,0,0,1.6,0,31.2,0.4,44,123.2,162.8,1.6,71.9
733,milk cereal bar,sereal susu batangan,103,2.7,18,11.5,1.6,0.1,1.5,87,2.2,85,0.2,94,46,0.2,2,0.1,0.2,3.9,27,0.1,2,102.5,1.5,5.3,38.8,63.5,0.2,130.334
734,almond rice bar,batangan nasi almond,128,5.7,18.1,0,2,1,0,0,1.9,0,0.4,0,0,0.4,4.9,0.2,0.5,3.2,0,0,0,20.7,1.8,19.9,46.8,64.1,1.5,52.5
735,fruit nut squares,kotak buah kacang,55,1.3,10.3,6.4,0.3,0.3,0,86,1.9,0,33,21,0,14,8,99,49,65,0,4,68,2.4,0.1,3.5,7.6,11.5,34,14.762
736,rice wheat cereal bar,sereal gandum beras,90,2,16,7,2,0.4,0,0.1,1.7,0,0.2,13,0,0.2,2,18,0.2,0,0,0.6,58,6.8,0.6,10.1,29.9,31.5,0.4,27.8
737,crisped rice bar,batangan nasi renyah,113,3.8,20.4,0,1.4,0.6,0,0.01,2,0,0.1,19,0,0.2,2,0,0.2,0,0,0,0,5.9,1.8,13.4,37.5,47,0.2,33.9
738,brown rice raw,beras merah mentah,685,5.4,142.9,1.6,14.7,6.5,0,86,19.2,0,0.7,14,0,0.2,9.4,2.8,0.9,0,0,2.2,24,42.6,2.7,264.6,616.1,412.6,3.7,214.8
739,rice pilaf cooked,nasi pilaf dimasak,352,8.8,61.1,0.6,7,1.4,0,1,158.2,55,0.4,0,0,12,4.4,0.6,0.3,0,0,0.6,0,69,2,26.2,114.2,164.2,0.9,149.399
740,beef flavored rice raw,nasi rasa daging sapi mentah,657,2.3,139.1,0,19.8,2.9,0,2.4,15.1,0,1.3,0,0,0.2,9.7,1,0.3,0,0,0.3,0,58.6,5.2,62.2,228.8,309.3,2.5,227.9
741,wild rice cooked,nasi liar dimasak,166,0.6,35,1.2,6.5,3,0,8,121.2,0,44,51,0,0.1,2.1,0.3,0.2,0,0,0.4,47,4.9,1,52.5,134.5,165.6,2.2,51
742,wild rice raw,beras liar mentah,571,1.7,119.8,4,23.6,9.9,0,51,12.4,0,0.2,0.2,0,0.4,10.8,1.7,0.6,0,0,1.3,4,33.6,3.1,283.2,692.8,683.2,9.5,191.7
743,congee with pork shrimp and squid plus egg,"bubur dengan daging babi, udang, dan cumi-cumi ditambah telur",178,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
744,white rice pasta cooked,pasta nasi putih dimasak,246,5.7,43.3,0,5.1,5.1,2,1.1,144.9,0,0.2,74,0,0.2,3.6,0.6,0.2,0.4,0,0,0,16.2,1.9,24.2,74.7,84.8,0.6,77.7
745,chicken flavored rice raw,nasi rasa ayam mentah,601,2.2,127.3,4,17.9,2,0,2.1,13.8,0,1,0,0,0.2,8.6,0.9,0.3,0,0,0.3,0,30.2,4.7,52.1,211.7,257,2.3,184.3
746,instant white rice raw,nasi putih instan mentah,361,0.9,78.2,26,7.4,1.8,0,39,8,0,0.9,0.3,0,44,6.7,0.4,0.1,0,0,79,95,20.9,6,13.3,112.1,25.7,1.4,115.2
747,rice crisps,keripik beras,107,0.4,24.1,2.3,1.8,0.2,0,0.2,1.1,0.2,0.6,0,0,0.7,7.3,6,0.8,12.9,0,3,0,1.4,2.9,6.7,26.9,30.2,0.3,43.9
748,parboiled white rice raw,nasi putih rebus mentah,692,1.9,149.6,0.6,13.9,3.3,0,55,18.2,0,1.1,0.5,0,54,9.3,1.2,0.8,0,0,88,78,131.4,6.2,50,283.1,321.9,1.9,306.3
749,instant white rice cooked,nasi putih instan matang,193,0.8,41.4,0,3.6,1,0,1,118.8,0,0.1,0.1,0,59,2.9,75,59,0,0,8,0,13.2,2.9,8.3,61.1,14.9,0.8,62.9
750,rice pilaf raw,nasi pilaf mentah,732,2.8,155.7,3.1,21.3,2.4,0,2.7,16.4,88,1.2,0,0,0.2,12.5,1.5,0.8,0,0,66,0,169.3,5,65.3,314.2,383.5,2.1,356.56
751,rice cracker cake,kue kerupuk beras,111,1.2,23,0.2,2,1.2,0,97,1.6,0,11,92,0,49,2.2,0,57,0,0,0.4,63,3.1,0.4,37.1,101.9,121.1,0.8,30.9
752,parboiled white rice cooked,nasi putih rebus matang,194,0.6,41.2,0.2,4.6,1.4,0,88,111.2,0,0.3,0.1,0,98,3.6,0.5,0.2,0,0,74,0,30,2.9,14.2,86.9,88.5,0.6,80.7
753,white rice steamed,nasi putih kukus,199,0.4,44.7,0,4.2,1.2,0,9,82.5,0,31,0.01,0,12,0.7,0,6,0,0,0,0,6.6,0.5,6.6,43.6,26.4,0.9,57.6
754,brown rice cake,kue beras merah,35,0.3,7.3,47,0.7,0.4,0,24,0.5,0,13,25,0,79,0.7,12,71,0,0,0.1,96,1,0.1,11.8,32.4,26.1,0.3,9.8
755,glutinous white rice raw,beras ketan putih mentah,685,1,151.1,0,12.6,5.2,0,15,19.4,0,0.3,17,0,0.1,4,1.5,0.2,0,0,0,0,20.4,3,42.6,131.4,142.5,2.2,193.3
756,white rice pasta raw,pasta nasi putih mentah,600,4,122.8,0,15.3,0,3.3,3,11.6,0,1.2,0.3,7,0.4,11.4,1.1,0.2,1,0,0,0,75,6.5,65.2,257.5,340.7,2,224.6
757,glutinous white rice cooked,nasi putih ketan matang,169,0.3,36.7,78,3.5,1.7,0,27,133.3,0,0.01,12,0,25,0.5,0.4,33,0,0,31,0,3.5,0.2,8.7,13.9,17.4,0.7,45.9
758,brown rice cooked,nasi merah matang,218,1.6,45.8,0.7,4.5,3.5,0,86,142.3,0,0.2,7,0,16,2.6,0.6,0.3,0,0,74,71,19.5,1,85.8,150.2,154.1,1.2,75.9
759,beef flavored rice cooked,nasi rasa daging sapi yang dimasak,319,7.9,54.4,0,7,1.5,0,0.9,175.2,0,0.4,0,0,0.04,3.3,0.4,22,0,0,0.7,0,24.7,2.2,24.7,81.5,118.6,1,97.7
760,white rice cooked,nasi putih matang,205,0.4,44.5,15,4.3,0.6,0,77,108.1,0,0.3,73,0,9,2.3,0.6,0.1,0,0,31,0,15.8,1.9,19,67.9,55.3,0.8,67.5
761,chicken flavored rice cooked,nasi rasa ayam matang,317,8,54.8,1.5,6.2,1.6,0,0.9,161.5,68,0.3,0,0,18,3.3,0.4,0.1,0,0,0.6,0,16.3,2.2,23.3,83.9,135.1,1.1,89.138
762,white rice raw,nasi putih mentah,675,1.2,147.9,0.2,13.2,2.4,0,81,21.5,0,1.1,0.4,0,91,7.8,1.9,0.3,0,0,0.2,0.08,51.8,8,46.3,212.8,212.8,2,224.5
763,cheese imitation,tiruan keju,441,36.2,1.1,1.1,28.3,0,17,0.8,42.9,0.1,53,98,34,0.4,93,0,34,0,0,0.3,37,796.7,0.8,33.9,598.9,62.2,3.4,863.2
764,cheshire cheese,keju cheshire,110,8.7,1.4,0,6.6,0,29.1,0.2,10.7,4,82,74,71,99,71,0.1,75,0,0,0,0,182,5,5.9,131.3,26.9,0.8,198.767
765,monterey cheese,keju monterey,421,34.2,0.8,0.6,27.7,0,100.6,0.7,46.3,0.2,68,2,22,0.4,0.1,0.2,72,0,89,0.3,36,843,0.8,30.5,501.7,91.5,3.4,906.7
766,edam cheese,keju edam,107,8.3,0.4,0,7.5,0,26.7,0.3,12.5,0.03,0.08,48,86,0.1,4,29,14,0,55,0.03,84,219.3,0.1,9,160.8,56.4,1.1,235.628
767,fontina cheese,keju fontina,420,33.6,1.7,1.7,27.6,0,125.3,0.9,41,0.3,18,0.1,44,0.2,0.2,0.5,72,0,44,0.3,21,594,0.2,15.1,373.7,69.1,3.8,657.4
768,monterey cheese low fat,keju monterey rendah lemak,350,24.4,0.8,0.6,31.9,0,73.5,0.6,52,0.2,0.04,49,7,0.4,0.1,0,77,0,2,0.2,74,796.7,0.8,30.5,501.7,91.5,3.4,854.8
769,colby cheese,keju colby,445,36.3,2.9,0.6,26.8,0,107.4,0.7,43.2,0.3,29,71,89,0.4,0.1,0.2,84,0,53,0.3,73,774.1,0.9,29.4,516.4,143.5,3.5,841.3
770,american cheese,keju amerika,93,7.9,0.9,0.6,4.5,0,25,0.4,9.9,36,64,69,12,68,23,0.1,0.06,0,7,0.2,93,261.3,0.2,6.5,160.3,33,0.6,274.886
771,blue cheese,keju biru,106,8.6,0.7,0.2,6.4,0,22.5,0.3,12.7,18,8,0.03,11,0.1,0.3,0.5,15,0,87,0.09,47,158.4,63,6.9,116.1,76.8,0.8,174.154
772,nectarine,buah nektarin,66,0.5,15.8,11.8,1.6,2.6,0,0,131.4,0,0,26,37,0,32,1.7,0.3,7,8.1,0,1.2,81,0.1,0.4,2,39,0,20.735
773,kiwifruit gold,kiwi emas,51,0.2,12.8,10,0.8,1.1,0,46,66.8,91,0,51,58,0.07,0.2,0.4,67,130.7,0,1.1,74,13.8,0.2,9.7,20.3,255.2,77,159.686
774,prickly pear raw,buah pir berduri mentah,8,72,1.9,0.2,1,1,0,65,17,0,58,0,0,38,0.04,0,78,2.1,0,0,18,34.2,21,13.1,2.1,24.7,73,39.263
775,pineapple,nanas,45,0.1,11.8,8.9,0.5,1.3,0,99,77.4,0,0,85,33,0,14,0.5,0.2,0.1,43,0,78,61,91,0.3,0.8,7.2,61,13.97
776,rowan,pohon rowan,253,4.6,54.5,32.1,5.2,14.1,0,83,162.8,0,0,0,0,0,0,0,0,58.8,0,0,0,34.2,5,73,118.6,298.7,1,176.4
777,muscadine grapes,anggur muscadine,3,56,0.8,0,14,0.2,0,24,5.1,0,0,46,0,0,0,0,0,0,0,0,0,2.2,14,0.8,1.4,12.2,27,3.38
778,heidelbeeren jutro,bir heidelbeer jutro,17,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
779,prunes stewed,prem rebus,316,0.7,83.2,0,3.4,0,0,39,190.4,0,0.1,0,0,11,2.8,0.3,0.5,0,0,0,0,67.2,3.3,58.8,103.6,988.4,0.7,157.8
780,tangerine,jeruk keprok,40,0.2,10.1,8,0.6,1.4,0,56,64.7,0,68,0.05,0,24,0.3,0.2,96,20.3,0,0.2,0,28.1,0.1,9.1,15.2,126.2,78,60.8
781,prunes,buah prem,237,0.5,62.3,0,2.6,0,0,76,2.8,0,93,42,0,0.1,2.1,0.3,0.5,0,0,0,0,50.4,2.5,44.8,78.4,740.6,0.5,118.3
782,lemon peel,kulit lemon,1,2,0.3,54,32,0.2,0,28,1.6,0,7,25,0,18,46,55,11,2.6,0,61,0,2.7,32,0.3,0.2,3.2,36,5.934
783,banana,pisang,134,0.5,34.3,18.3,1.6,3.9,0,55,112.4,0,0,85,45,0,0.1,1,0.5,0.6,13.1,0,0.2,35,0.1,0.4,0.4,33,49,41.084
784,raspberries,buah raspberi,5,34,1.2,0.4,0.1,0.7,0,54,8.6,0,0,67,64,0,74,97,87,68,2.6,0,25,31,34,15,17,2.9,28,2.207
785,apricot,aprikot,17,0.1,3.9,3.2,0.5,0.7,0,0.02,30.2,0,0,17,38,0,12,0.2,0.09,26,3.5,0,0.3,39,12,0.1,56,8.1,31,5.334
786,strawberry guava,stroberi jambu biji,4,8,1,0,0.01,0.3,0,59,4.8,0,0,0,0,62,64,0,0,2.2,0,0,0,1.3,71,1,1.6,17.5,0,4.931
787,kiwifruit green,kiwi hijau,42,0.4,10.1,6.2,0.8,2.1,0,96,57.3,0,0,67,89,0,66,0.2,0.1,86,64,0,1,91,2,0.2,64,23.5,34,13.588
788,figs,buah ara,37,0.2,9.6,8.1,0.4,1.5,0,49,39.6,0,43,46,0,0.03,0.2,0.2,83,1,0,1,27,17.5,0.2,8.5,7,116,0.06,30.4
789,clementine,jeruk keprok,35,0.1,8.9,6.8,0.6,1.3,0,44,64.1,0,0,52,63,0,0.06,0.5,0.1,18,36.1,0,0.1,0,93,0.1,35,15.5,0,10.954
790,orange,oranye,86,0.2,21.6,17.2,1.7,4.4,0,0,159.6,0,0,0.2,0.08,0,89,0.5,0.5,0.1,97.9,0,0.3,0,94,0.2,57,25.8,35,28.073
791,bartlett pear,buah pir bartlett,112,0.3,26.6,17.2,0.7,5.5,0,47,148.9,0,51,23,0,18,0.3,0.04,0.01,7.8,0,0.2,28,15.9,0.3,10.6,19.5,178.8,0.1,57.1
792,red white currants,kismis merah putih,63,0.2,15.5,8.3,1.6,4.8,0,56,94,0,0.03,16,0,59,0.1,0.06,62,45.9,0,0.1,93,37,1.1,14.6,49.3,308,0.3,106.1
793,blueberries,buah blueberry,84,0.5,21.4,14.7,1.1,3.6,0,15,124.6,0,0,86,74,0,16,0.6,0.2,58,14.4,0,0.8,41,63,0.4,0.5,17.8,27,26.767
794,mulberries,buah mulberi,6,49,1.5,1.2,0.2,0.3,0,21,13.2,0,0,5,92,0,75,13,0,25,5.5,0,0.1,74,41,0.3,0,5.7,83,2.163
795,java plum,buah plum jawa,2,29,0.5,0,34,0,0,63,2.5,0,51,0,0,58,42,0,75,0.4,0,0,0,0.6,54,0.5,0.5,2.4,0,1.624
